"110年04月21日 價格指數(臺灣證券交易所)"
"指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"臺灣生技報酬指數","5,077.21","-","18.53","-0.36","",
"臺灣中小型公司治理報酬指數","9,341.70","-","48.83","-0.52","",
"臺灣IPO報酬指數","8,525.76","-","103.43","-1.20","",
"智慧中立報酬指數","4,723.47","+","16.80","0.36","",
"加權指數掩護性臺指買權價外5%報酬指數","7,121.08","-","10.76","-0.15","",
"臺灣5G報酬指數","9,425.34","-","128.10","-1.34","",
"臺灣企業社會責任中小型報酬指數","7,866.10","+","137.04","1.77","",
"特選臺灣電動車代表報酬指數","7,946.48","+","153.58","1.97","",
"臺灣5G+通訊報酬指數","6,823.91","-","91.19","-1.32","",
"臺灣全市場報酬指數","5,887.84","-","37.25","-0.63","",
"臺灣全市場半導體報酬指數","6,078.16","-","70.68","-1.15","",
"報酬指數(臺灣指數公司)"
"報酬指數","收盤指數","漲跌(+/-)","漲跌點數","漲跌百分比(%)","特殊處理註記",
"漲升股利150報酬指數","11,451.83","-","38.60","-0.34","",
"漲升股利100報酬指數","10,312.47","-","120.60","-1.16","",
"藍籌30報酬指數","10,162.17","-","134.50","-1.31","",
"工業菁英30報酬指數","11,320.45","-","170.96","-1.49","",
"電子菁英30報酬指數","10,709.78","-","156.68","-1.44","",
"低波動股利精選30報酬指數","8,004.35","-","25.13","-0.31","",
"低貝塔100報酬指數","8,967.47","-","35.06","-0.39","",
"中小型精選50報酬指數","9,165.51","+","81.00","0.89","",
"中小型A級動能50報酬指數","17,616.39","+","324.56","1.88","",
"特選高息低波報酬指數","9,111.51","+","45.34","0.50","",
"臺灣永續報酬指數","10,295.24","-","103.90","-1.00","",
"特選內需高收益報酬指數","7,323.59","+","42.25","0.58","",
"價值投資報酬指數","9,816.05","-","9.21","-0.09","",
"存股雙十等權重報酬指數","8,715.52","+","97.37","1.13","",
"特選大蘋果報酬指數","9,129.11","-","145.00","-1.56","",
"中小型300報酬指數","9,558.01","+","43.93","0.46","",
"特股高息20報酬指數","6,455.14","+","1.63","0.03","",
"臺灣500報酬指數","9,614.89","-","60.95","-0.63","",
"臺灣勞工權益報酬指數","8,315.95","-","61.78","-0.74","",
"微波高息精選20報酬指數","6,548.74","-","26.50","-0.40","",
"特選世代行動通訊報酬指數","6,774.39","-","52.49","-0.77","",
"智慧投資多因子30報酬指數","6,687.52","-","7.46","-0.11","",
"特選大蘋果報酬正向兩倍指數","18,219.31","-","588.11","-3.13","",
"特選大蘋果報酬反向一倍指數","6,633.03","+","102.11","1.56","",
"特選價值成長報酬指數","7,762.13","+","202.07","2.67","",
"臺灣上櫃企業社會責任報酬指數","6,852.53","+","13.37","0.20","",
"特選台股領航報酬指數","7,993.65","-","96.64","-1.19","",
"特選Smart多因子報酬指數","6,663.45","-","42.40","-0.63","",
"110年04月21日 大盤統計資訊"
"成交統計","成交金額(元)","成交股數(股)","成交筆數",
"1.一般股票","430,176,404,185","9,485,891,258","3,581,694",
"2.台灣存託憑證","231,823,607","28,779,684","7,231",
"3.受益憑證","0","0","0",
"4.ETF","9,632,428,754","693,207,520","128,636",
"5.受益證券","15,886,117","821,120","384",
"6.變更交易股票","119,064,642","20,920,954","5,391",
"7.認購(售)權證","4,725,470,050","3,040,768,000","152,918",
"8.轉換公司債","0","0","0",
"9.附認股權特別股","0","0","0",
"10.附認股權公司債","0","0","0",
"11.認股權憑證","0","0","0",
"12.公司債","0","0","0",
"13.ETN","181,250,940","27,485,000","3,881",
"證券合計(1+6)","430,295,468,827","9,506,812,212","3,587,085",
"總計(1~13)","445,082,328,295","13,297,873,536","3,880,135",
"漲跌證券數合計"
"類型","整體市場","股票",
"上漲(漲停)","4,777(372)","422(36)",
"下跌(跌停)","6,777(26)","465(0)",
"持平","481","61",
"未成交","9,498","0",
"無比價","1,737","0",
"備註:"
""漲跌價差"為當日收盤價與前一日收盤價比較。",
""無比價"含前一日無收盤價、當日除權、除息、新上市、恢復交易者。",
"外幣成交值係以本公司當日下午3時30分公告匯率換算後加入成交金額。<br>公告匯率請參考本公司首頁>產品與服務>交易系統>雙幣ETF專區>代號對應及每日公告匯率。",

"110年04月21日每日收盤行情(全部)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
="0050","元大台灣50","8,098,256","10,126","1,119,460,883","138.95","138.95","138.00","138.00","-","1.25","138.00","1,591","138.05","26","0.00",
="0051","元大中型100","157,275","97","8,524,416","53.75","54.45","53.75","54.40","+","0.75","54.35","9","54.40","46","0.00",
="0052","富邦科技","2,566,781","1,295","323,681,078","126.50","126.65","125.80","125.85","-","1.25","125.80","68","125.85","15","0.00",
="0053","元大電子","8,510","18","571,615","67.40","67.50","67.00","67.50","-","0.10","67.00","3","67.20","1","0.00",
="0054","元大台商50","205","3","6,654","--","--","--","--"," ","0.00","32.22","57","32.50","14","0.00",
="0055","元大MSCI金融","119,267","79","2,457,977","20.72","20.72","20.52","20.69","-","0.03","20.62","6","20.69","4","0.00",
="0056","元大高股息","8,257,351","5,846","292,297,195","35.33","35.53","35.25","35.53","+","0.20","35.52","30","35.53","27","0.00",
="0057","富邦摩台","43,035","8","4,052,643","94.05","94.25","94.05","94.20","-","0.25","93.60","10","93.95","5","0.00",
="0061","元大寶滬深","222,108","89","5,216,928","23.50","23.60","23.35","23.60"," ","0.00","23.58","56","23.60","16","0.00",
="006203","元大MSCI台灣","3,105","6","203,497","65.60","65.60","65.50","65.50","-","0.30","65.50","1","65.60","35","0.00",
="006204","永豐臺灣加權","4,413","7","382,485","86.70","87.05","86.65","86.65","-","0.15","86.55","10","86.85","10","0.00",
="006205","富邦上証","1,924,093","796","73,148,209","37.94","38.16","37.71","38.08","-","0.13","38.05","1","38.08","22","0.00",
="006206","元大上證50","582,168","313","22,250,274","38.01","38.37","37.84","38.31","-","0.04","38.30","11","38.31","10","0.00",
="006207","FH滬深","319,000","198","9,724,550","30.25","30.64","30.25","30.60"," ","0.00","30.55","17","30.60","48","0.00",
="006208","富邦台50","1,240,007","2,155","98,573,478","80.00","80.00","79.25","79.30","-","0.85","79.30","83","79.35","16","0.00",
="00625K","富邦上証+R","0","0","0","--","--","--","--"," ","0.00","8.70","5","8.88","2","0.00",
="00631L","元大台灣50正2","2,279,623","823","284,149,852","125.20","125.30","123.90","124.50","-","1.65","124.50","7","124.60","2","0.00",
="00632R","元大台灣50反1","111,933,325","4,999","652,611,151","5.83","5.85","5.81","5.82","+","0.03","5.82","13,314","5.83","737","0.00",
="00633L","富邦上証正2","6,856,100","1,839","451,957,045","65.35","66.90","64.85","66.70","-","0.25","66.70","722","66.75","13","0.00",
="00634R","富邦上証反1","822,000","68","3,236,620","3.93","3.98","3.91","3.92","+","0.02","3.91","287","3.92","8","0.00",
="00635U","期元大S&P黃金","811,437","348","19,423,340","23.86","23.97","23.86","23.97","+","0.15","23.97","45","23.98","21","0.00",
="00636","國泰中國A50","2,974,445","942","80,562,946","27.14","27.20","26.81","27.18","+","0.03","27.17","2","27.18","44","0.00",
="00636K","國泰中國A50+U","200","2","1,936","9.68","9.68","9.68","9.68","+","0.02","--","0","--","0","0.00",
="00637L","元大滬深300正2","53,759,682","8,444","1,396,623,365","25.79","26.38","25.63","26.30","-","0.04","26.30","97","26.31","28","0.00",
="00638R","元大滬深300反1","1,331,000","159","10,603,130","7.99","8.03","7.90","7.92","+","0.01","7.90","37","7.92","568","0.00",
="00639","富邦深100","2,032,877","743","33,594,415","16.58","16.67","16.36","16.57","-","0.01","16.55","56","16.57","27","0.00",
="00640L","富邦日本正2","1,145,002","405","30,996,113","27.25","27.25","26.86","27.16","-","1.02","27.15","2","27.16","194","0.00",
="00641R","富邦日本反1","430,000","119","4,740,970","10.99","11.07","10.99","11.02","+","0.22","11.01","6","11.02","8","0.00",
="00642U","期元大S&P石油","23,811,555","3,316","252,696,649","10.67","10.67","10.57","10.60","-","0.32","10.60","3,374","10.61","81","0.00",
="00643","群益深証中小","1,204,234","432","21,098,168","17.60","17.60","17.38","17.58","-","0.12","17.58","33","17.59","20","0.00",
="00643K","群益深証中小+R","0","0","0","--","--","--","--"," ","0.00","4.04","2","4.11","1","0.00",
="00645","富邦日本","258,156","85","6,374,597","24.76","24.76","24.60","24.73","-","0.47","24.66","20","24.73","19","0.00",
="00646","元大S&P500","419,077","405","14,875,797","35.61","35.61","35.43","35.48","-","0.39","35.47","11","35.51","2","0.00",
="00647L","元大S&P500正2","107,073","35","6,474,180","60.55","60.55","60.30","60.35","-","1.35","60.35","46","60.40","4","0.00",
="00648R","元大S&P500反1","1,606,000","111","12,078,360","7.52","7.53","7.51","7.51","+","0.07","7.51","899","7.52","611","0.00",
="00650L","FH香港正2","1,691,489","197","50,729,014","30.31","30.31","29.64","30.01","-","1.07","30.01","9","30.02","121","0.00",
="00651R","FH香港反1","326,000","48","2,268,440","6.93","6.99","6.89","6.97","+","0.14","6.94","318","6.97","148","0.00",
="00652","富邦印度","721,115","466","17,237,127","24.45","24.45","23.76","23.77","-","0.73","23.77","6","23.78","13","0.00",
="00653L","富邦印度正2","4,020,667","1,712","127,590,378","32.36","32.36","31.34","31.44","-","1.78","31.43","23","31.44","27","0.00",
="00654R","富邦印度反1","324,000","120","3,303,940","10.15","10.27","10.12","10.25","+","0.25","10.25","1","10.27","9","0.00",
="00655L","國泰中國A50正2","4,601,427","1,232","227,379,141","48.86","50.15","48.56","50.15"," ","0.00","50.10","4","50.15","408","0.00",
="00656R","國泰中國A50反1","274,000","24","2,004,830","7.33","7.35","7.24","7.25"," ","0.00","7.24","99","7.26","249","0.00",
="00657","國泰日經225","107,000","5","3,754,790","35.24","35.24","35.05","35.05","-","0.65","35.02","40","35.10","31","0.00",
="00657K","國泰日經225+U","200","2","2,494","12.47","12.47","12.47","12.47","-","0.28","12.45","12","12.52","12","0.00",
="00660","元大歐洲50","64,000","30","1,802,490","28.18","28.20","28.14","28.19","-","0.51","28.16","40","28.17","8","0.00",
="00661","元大日經225","7,000","6","251,080","35.90","35.92","35.76","35.92","-","0.64","35.75","1","35.88","12","0.00",
="00662","富邦NASDAQ","316,563","222","15,706,846","49.93","49.93","49.52","49.58","-","0.77","49.58","30","49.65","3","0.00",
="00663L","國泰臺灣加權正2","7,005","5","782,695","112.00","112.00","111.15","111.85","-","0.40","111.70","267","111.90","90","0.00",
="00664R","國泰臺灣加權反1","5,112,000","349","33,818,520","6.61","6.64","6.60","6.61","+","0.02","6.61","647","6.62","1,157","0.00",
="00665L","富邦恒生國企正2","1,975,000","213","49,050,880","25.33","25.33","24.63","24.96","-","0.93","24.96","18","24.97","30","0.00",
="00666R","富邦恒生國企反1","84,000","5","926,980","11.08","11.11","11.03","11.05","+","0.16","11.04","50","11.08","50","0.00",
="00668","國泰美國道瓊","84,034","61","2,878,564","34.26","34.30","34.21","34.21","-","0.41","34.23","10","34.29","48","0.00",
="00668K","國泰美國道瓊+U","200","2","2,436","12.18","12.18","12.18","12.18","-","0.15","12.13","22","12.23","22","0.00",
="00669R","國泰美國道瓊反1","3,741,343","387","30,953,391","8.27","8.29","8.26","8.27","+","0.08","8.27","2,365","8.28","521","0.00",
="00670L","富邦NASDAQ正2","627,604","242","57,333,554","91.65","91.65","91.05","91.35","-","2.45","91.35","56","91.40","6","0.00",
="00671R","富邦NASDAQ反1","3,976,000","275","23,577,290","5.92","5.95","5.92","5.92","+","0.07","5.92","1,222","5.93","20","0.00",
="00673R","期元大S&P原油反1","987,000","229","18,026,880","18.22","18.35","18.21","18.32","+","0.49","18.30","5","18.32","144","0.00",
="00674R","期元大S&P黃金反1","246,000","49","3,310,100","13.50","13.50","13.44","13.45","-","0.09","13.44","4","13.45","114","0.00",
="00675L","富邦臺灣加權正2","198,315","159","9,524,029","48.16","48.28","47.75","48.00","-","0.58","47.99","1","48.08","100","0.00",
="00676R","富邦臺灣加權反1","5,809,000","282","20,955,280","3.61","3.62","3.59","3.60","+","0.02","3.60","1,384","3.61","799","0.00",
="00677U","期富邦VIX","212,495,726","9,097","386,353,240","1.81","1.84","1.80","1.83","+","0.08","1.83","1,620","1.84","6,338","0.00",
="00678","群益NBI生技","443,537","44","12,142,732","27.42","27.42","27.34","27.38","-","0.15","27.35","51","27.41","25","0.00",
="00680L","元大美債20正2","100,000","34","2,261,940","22.56","22.64","22.56","22.62","+","0.37","22.62","126","22.64","12","0.00",
="00681R","元大美債20反1","259,000","26","3,678,280","14.19","14.22","14.18","14.19","-","0.10","14.18","10","14.19","11","0.00",
="00682U","期元大美元指數","125,586","54","2,271,826","18.05","18.14","18.05","18.11","+","0.06","18.11","11","18.13","8","0.00",
="00683L","期元大美元指正2","1,711,000","325","28,731,140","16.80","16.83","16.77","16.82","+","0.13","16.81","15","16.82","38","0.00",
="00684R","期元大美元指反1","1,000","1","19,170","19.17","19.17","19.17","19.17","X","0.00","19.15","20","19.21","25","0.00",
="00685L","群益臺灣加權正2","55,000","7","2,317,220","42.34","42.34","42.12","42.12","-","0.51","42.05","10","42.22","10","0.00",
="00686R","群益臺灣加權反1","88,000","26","346,370","3.92","3.95","3.92","3.93","+","0.03","3.93","200","3.94","220","0.00",
="00688L","國泰20年美債正2","26,000","6","589,220","22.59","22.68","22.59","22.68","+","0.40","22.64","9","22.68","82","0.00",
="00689R","國泰20年美債反1","262,000","16","3,915,120","14.94","14.95","14.93","14.93","-","0.11","14.92","11","14.93","74","0.00",
="00690","兆豐藍籌30","143,792","31","4,711,231","32.98","32.98","32.68","32.71","-","0.31","32.71","21","32.80","40","0.00",
="00692","富邦公司治理","1,883,690","1,479","66,191,398","35.36","35.36","35.04","35.07","-","0.31","35.07","65","35.08","50","0.00",
="00693U","期街口S&P黃豆","2,337,300","675","52,197,475","22.27","22.40","22.26","22.36","+","0.31","22.36","18","22.37","15","0.00",
="00700","富邦恒生國企","114,184","19","2,215,795","19.40","19.47","19.30","19.41","-","0.26","19.40","1","19.41","30","0.00",
="00701","國泰股利精選30","2,888,019","1,462","69,325,874","24.06","24.08","23.92","24.06","+","0.01","24.05","62","24.06","167","0.00",
="00702","國泰標普低波高息","119,300","19","2,407,693","20.20","20.20","20.17","20.20","-","0.01","20.18","1","20.20","1","0.00",
="00703","台新MSCI中國","212,000","59","5,308,090","25.34","25.34","24.94","24.98","-","0.40","25.00","20","25.02","1","0.00",
="00706L","期元大S&P日圓正2","48,000","15","797,350","16.60","16.65","16.60","16.61","+","0.02","16.61","31","16.64","37","0.00",
="00707R","期元大S&P日圓反1","0","0","0","--","--","--","--"," ","0.00","19.46","32","19.50","30","0.00",
="00708L","期元大S&P黃金正2","2,269,703","714","59,522,885","26.10","26.31","26.10","26.28","+","0.35","26.28","107","26.29","7","0.00",
="00709","富邦歐洲","140,000","16","3,215,870","23.00","23.00","22.93","23.00","-","0.33","22.95","30","23.00","49","0.00",
="00710B","FH彭博高收益債","459,180","233","8,514,306","18.60","18.60","18.52","18.54","-","0.08","18.54","29","18.55","105","0.00",
="00711B","FH彭博新興債","138,091","16","2,782,555","20.22","20.24","20.12","20.16","-","0.05","20.13","2","20.16","9","0.00",
="00712","FH富時不動產","5,222,670","2,597","73,518,365","14.15","14.16","14.05","14.14","-","0.09","14.13","40","14.14","52","0.00",
="00713","元大台灣高息低波","192,462","149","8,357,876","43.25","43.62","43.23","43.62","+","0.39","43.55","2","43.62","17","0.00",
="00714","群益道瓊美國地產","35,090","21","734,644","20.98","20.98","20.90","20.93","+","0.10","20.91","100","20.93","4","0.00",
="00715L","期街口布蘭特正2","69,425,083","7,123","483,554,406","7.04","7.05","6.89","6.93","-","0.35","6.93","411","6.94","256","0.00",
="00717","富邦美國特別股","904,471","286","15,325,487","17.00","17.00","16.92","16.94","-","0.07","16.94","4","16.95","101","0.00",
="00728","第一金工業30","448,819","365","12,764,932","28.61","28.61","28.38","28.40","-","0.21","28.39","101","28.40","18","0.00",
="00730","富邦臺灣優質高息","1,153,332","455","25,459,207","21.91","22.24","21.90","22.21","+","0.30","22.19","5","22.21","42","0.00",
="00731","FH富時高息低波","269,389","27","15,476,165","57.45","57.45","57.40","57.40","-","0.05","57.40","17","57.45","2","0.00",
="00732","國泰RMB短期報酬","100,000","2","3,936,000","39.36","39.36","39.36","39.36","-","0.12","39.33","10","39.35","1","0.00",
="00733","富邦臺灣中小","613,224","323","25,902,913","42.34","42.39","42.00","42.35","-","0.05","42.34","3","42.35","12","0.00",
="00735","國泰臺韓科技","134,320","21","4,670,914","34.95","34.95","34.75","34.83","-","0.31","34.69","22","34.73","35","0.00",
="00736","國泰新興市場","129,000","11","3,033,490","23.71","23.71","23.49","23.49","-","0.34","23.44","20","23.51","20","0.00",
="00737","國泰AI+Robo","281,656","211","9,135,414","32.55","32.57","32.36","32.42","-","0.63","32.42","1","32.43","50","0.00",
="00738U","期元大道瓊白銀","1,091,136","268","29,283,471","26.78","26.93","26.74","26.88","+","0.01","26.88","210","26.90","10","0.00",
="00739","元大MSCI A股","117,212","47","3,237,120","27.40","27.73","27.40","27.69","-","0.08","27.67","70","27.69","3","0.00",
="00742","新光內需收益","96,903","41","2,217,642","22.84","23.01","22.80","23.00","+","0.19","22.93","9","23.00","30","0.00",
="00743","國泰中國A150","136,075","9","3,908,178","28.56","28.88","28.54","28.88"," ","0.00","28.75","37","28.88","28","0.00",
="00752","中信中國50","6,015,676","4,227","179,337,957","30.13","30.13","29.70","29.72","-","0.50","29.72","31","29.74","42","0.00",
="00753L","中信中國50正2","1,339,074","596","49,980,781","38.11","38.11","36.96","37.22","-","1.21","37.22","5","37.29","15","0.00",
="00757","統一FANG+","976,770","739","46,539,620","47.80","47.80","47.57","47.62","-","0.92","47.62","24","47.64","2","0.00",
="00762","元大全球AI","234,857","166","8,915,636","38.03","38.04","37.85","37.94","-","0.64","37.93","2","37.95","1","0.00",
="00763U","期街口道瓊銅","465,584","189","12,891,108","27.90","27.90","27.61","27.67","-","0.31","27.67","722","27.69","3","0.00",
="00770","國泰北美科技","144,042","22","5,050,310","35.08","35.08","34.96","35.02","-","0.54","35.00","50","35.02","2","0.00",
="00771","元大US高息特別股","16,218","16","312,451","19.27","19.27","19.26","19.27","-","0.03","19.27","1","19.29","20","0.00",
="00774B","新光中國政金綠債","2,012","3","78,970","39.25","39.25","39.25","39.25","+","0.02","39.05","10","39.44","1","0.00",
="00774C","新光中政金綠債+R","0","0","0","--","--","--","--"," ","0.00","8.99","5","9.18","2","0.00",
="00775B","新光投等債15+","2,000","2","82,520","41.26","41.26","41.26","41.26","+","0.19","41.09","105","41.47","1","0.00",
="00783","富邦中証500","417,001","17","9,072,281","21.64","21.76","21.59","21.69","-","0.15","21.80","50","21.81","52","0.00",
="008201","BP上證50","1,100","2","139,000","130.00","130.00","126.00","126.00"," ","0.00","126.00","10","129.50","1","0.00",
="00830","國泰費城半導體","2,400,166","1,138","66,494,213","27.79","27.79","27.62","27.72","-","0.50","27.71","36","27.72","27","0.00",
="00850","元大臺灣ESG永續","1,783,008","1,220","61,174,749","34.48","34.48","34.20","34.28","-","0.20","34.27","1","34.28","56","0.00",
="00851","台新全球AI","191,000","19","5,786,200","30.28","30.33","30.22","30.32","-","0.43","30.30","20","30.34","50","0.00",
="00852L","國泰美國道瓊正2","1,018,000","124","20,343,070","20.05","20.05","19.93","19.98","-","0.44","19.94","100","19.98","98","0.00",
="00861","元大全球未來通訊","1,507,534","1,149","43,183,901","28.78","28.78","28.60","28.67","-","0.27","28.66","12","28.67","13","0.00",
="00865B","國泰US短期公債","138,000","5","5,035,860","36.47","36.50","36.47","36.50"," ","0.00","36.45","56","36.64","28","0.00",
="00875","國泰網路資安","669,529","302","20,379,670","30.52","30.52","30.39","30.45","-","0.40","30.44","5","30.45","48","0.00",
